Day,Title,Source,Status,Verification_URL,Verified
297,"Jeremiah 33: The LORD is There","Augustine; City of God XVII.3 - Restoration promised","vague","https://www.newadvent.org/fathers/",NO
297,"Jeremiah 33: The LORD is There","Aquinas; Commentary on Jeremiah 33 - Davidic covenant","vague","https://www.newadvent.org/fathers/",NO
298,"Lamentations 2: Pour Out Your Heart","Augustine; Confessions passim - Heart poured to God","vague","https://www.newadvent.org/fathers/",NO
299,"Lamentations 4: Priests Are More Defiled","Origen; Commentary on Matthew 12 - Corrupt priesthood","vague","https://www.newadvent.org/fathers/",NO
300,"Lamentations 5: Restore Us to Yourself","Augustine; City of God XXI.15 - Restoration through Christ","vague","https://www.newadvent.org/fathers/",NO
300,"Lamentations 5: Restore Us to Yourself","Origen; On Prayer 25 - Prayer for restoration","vague","https://www.newadvent.org/fathers/",NO
302,"Exodus 28: Priestly Garments","Augustine; City of God XVII.6 - Priestly vestments symbolic","vague","https://www.newadvent.org/fathers/",NO
302,"Exodus 28: Priestly Garments","Chrysostom; On the Priesthood 3.4 - Sacred vestments","vague","https://www.newadvent.org/fathers/",NO
303,"Exodus 29: Ordination Sacrifice","Augustine; City of God X.20 - True sacrifice","vague","https://www.newadvent.org/fathers/",NO
305,"Leviticus 14: Cleansing the Leper","Augustine; Questions on the Gospels 2.40 - Ritual fulfilled","vague","https://www.newadvent.org/fathers/",NO
307,"Numbers 8: Purifying the Levites","Augustine; On Baptism - Cleansing by water and Spirit","vague","https://www.newadvent.org/fathers/",NO
308,"Numbers 19: Water of Cleansing","Augustine; Questions on Numbers - Ritual purity","vague","https://www.newadvent.org/fathers/",NO
309,"Deuteronomy 24: Marriage Certificate","Augustine; On the Good of Marriage - Indissolubility","vague","https://www.newadvent.org/fathers/",NO
309,"Deuteronomy 24: Marriage Certificate","Aquinas; ST Suppl.; q. 67; a. 1 - Marriage bond","vague","https://www.newadvent.org/fathers/",NO
309,"Deuteronomy 24: Marriage Certificate","Origen; Commentary on Matthew 14 - No divorce","vague","https://www.newadvent.org/fathers/",NO
310,"Genesis 2: The First Marriage","Augustine; On the Good of Marriage 1 - First marriage","vague","https://www.newadvent.org/fathers/",NO
310,"Genesis 2: The First Marriage","Aquinas; ST Suppl.; q. 41; a. 1 - Institution of marriage","vague","https://www.newadvent.org/fathers/",NO
311,"Genesis 24: Finding a Bride","Augustine; City of God XVII.16 - Isaac and Rebekah as type","vague","https://www.newadvent.org/fathers/",NO
311,"Genesis 24: Finding a Bride","Gregory of Nyssa; Life of Moses - Spiritual marriage","vague","https://www.newadvent.org/fathers/",NO
312,"Song of Songs 4: You Have Stolen My Heart","Origen; Commentary on Song of Songs 3 - Bride and bridegroom","vague","https://www.newadvent.org/fathers/",NO
313,"Psalm 89: I Will Establish His Line Forever","Augustine; City of God XVII.8 - Eternal kingdom","vague","https://www.newadvent.org/fathers/",NO
314,"Tobit 8: Tobias and Sarah's Wedding Prayer","Augustine; On the Good of Marriage 3 - Marriage as sacrament","vague","https://www.newadvent.org/fathers/",NO
314,"Tobit 8: Tobias and Sarah's Wedding Prayer","Aquinas; ST Suppl.; q. 42; a. 3 - Marriage prayer","vague","https://www.newadvent.org/fathers/",NO
314,"Tobit 8: Tobias and Sarah's Wedding Prayer","Ambrose; On Tobias - Model of Christian marriage","vague","https://www.newadvent.org/fathers/",NO
315,"1 Samuel 3: Speak; LORD; Your Servant Listens","Origen; On Prayer 2 - Attentive hearing","vague","https://www.newadvent.org/fathers/",NO
316,"2 Samuel 12: Nathan Confronts David","Augustine; City of God XVII.4 - David's sin and repentance","vague","https://www.newadvent.org/fathers/",NO
316,"2 Samuel 12: Nathan Confronts David","Gregory the Great; Morals on Job 9.46 - True sorrow","vague","https://www.newadvent.org/fathers/",NO
317,"Psalm 32: Blessed is the Forgiven","Aquinas; Commentary on Romans 4 - Imputation of righteousness","vague","https://www.newadvent.org/fathers/",NO
317,"Psalm 32: Blessed is the Forgiven","Origen; On Prayer 28 - Confession brings mercy","vague","https://www.newadvent.org/fathers/",NO
318,"Psalm 51: Wash Me Thoroughly","Chrysostom; On Repentance 8 - Broken and contrite heart","vague","https://www.newadvent.org/fathers/",NO
319,"Psalm 130: Out of the Depths","Aquinas; Commentary on Psalms 130 - Cry from depths","vague","https://www.newadvent.org/fathers/",NO
320,"Ezekiel 18: A New Heart and Spirit","Augustine; On Grace and Free Will 31 - New heart from God","vague","https://www.newadvent.org/fathers/",NO
321,"Ezekiel 47: The Healing River","Origen; Commentary on John 13 - Living water from temple","vague","https://www.newadvent.org/fathers/",NO
322,"Joel 2: Rend Your Heart","Augustine; Sermons 205 - True fasting","vague","https://www.newadvent.org/fathers/",NO
324,"Zechariah 13: A Fountain Will Be Opened","John 19:34 fulfills fountain opened per Augustine","vague","https://www.newadvent.org/fathers/",NO
325,"Malachi 3: He Will Purify","Augustine; City of God XXI.26 - Refining fire","vague","https://www.newadvent.org/fathers/",NO
325,"Malachi 3: He Will Purify","Aquinas; ST Suppl.; q. 70; a. 3 - Purgatorial fire","vague","https://www.newadvent.org/fathers/",NO
325,"Malachi 3: He Will Purify","Origen; On First Principles 2.10 - Purifying process","vague","https://www.newadvent.org/fathers/",NO
325,"Malachi 3: He Will Purify","Gregory the Great; Dialogues 4.41 - Cleansing after death","vague","https://www.newadvent.org/fathers/",NO
327,"2 Kings 13: Elisha's Bones Bring Life","Augustine; City of God XXII.8 - Miracles through relics","vague","https://www.newadvent.org/fathers/",NO
327,"2 Kings 13: Elisha's Bones Bring Life","Gregory of Nyssa; On the Saints - Power in holy remains","vague","https://www.newadvent.org/fathers/",NO
332,"Ezekiel 36: I Will Sprinkle Clean Water","Augustine; On Baptism 3.16 - Water and Spirit together","vague","https://www.newadvent.org/fathers/",NO
334,"Exodus 30: The Bronze Basin for Washing","Augustine; Questions on Exodus - Washings prefigure baptism","vague","https://www.newadvent.org/fathers/",NO
335,"1 Samuel 16: David Anointed King","Augustine; City of God XVII.4 - David as type of Christ","vague","https://www.newadvent.org/fathers/",NO
336,"Deuteronomy 6: Love the LORD Your God","Augustine; On the Good of Marriage 8 - Teaching children","vague","https://www.newadvent.org/fathers/",NO
336,"Deuteronomy 6: Love the LORD Your God","Aquinas; ST Suppl.; q. 49; a. 3 - Purpose of marriage","vague","https://www.newadvent.org/fathers/",NO
337,"Tobit 7-8: Tobias and Sarah's Marriage","Augustine; On the Good of Marriage 3 - Sacrament of marriage","vague","https://www.newadvent.org/fathers/",NO
337,"Tobit 7-8: Tobias and Sarah's Marriage","Aquinas; ST Suppl.; q. 42; a. 3 - Marriage prayer","vague","https://www.newadvent.org/fathers/",NO
337,"Tobit 7-8: Tobias and Sarah's Marriage","Ambrose; On Tobias - Model of Christian marriage","vague","https://www.newadvent.org/fathers/",NO
338,"Proverbs 31: The Virtuous Wife","Augustine; On the Good of Marriage 18 - Mutual service","vague","https://www.newadvent.org/fathers/",NO
338,"Proverbs 31: The Virtuous Wife","Aquinas; ST Suppl.; q. 49; a. 3 - Goods of marriage","vague","https://www.newadvent.org/fathers/",NO
339,"Song of Songs 8: Love Strong as Death","Origen; Commentary on Song of Songs - Bride and Bridegroom","vague","https://www.newadvent.org/fathers/",NO
340,"Leviticus 19: Love Your Neighbor as Yourself","Augustine; On the Good of Marriage 6 - Mutual love","vague","https://www.newadvent.org/fathers/",NO
341,"Proverbs 18: He Who Finds a Wife Finds Good","Augustine; On the Good of Marriage 1 - Marriage as good","vague","https://www.newadvent.org/fathers/",NO
341,"Proverbs 18: He Who Finds a Wife Finds Good","Aquinas; ST Suppl.; q. 41; a. 1 - Institution of marriage","vague","https://www.newadvent.org/fathers/",NO
342,"Leviticus 4: The Sin Offering","Augustine; On Baptism 3.18 - Forgiveness of sins","vague","https://www.newadvent.org/fathers/",NO
342,"Leviticus 4: The Sin Offering","Aquinas; ST Suppl.; q. 18; a. 1 - Power of absolution","vague","https://www.newadvent.org/fathers/",NO
343,"Leviticus 5: Confession of Sin","Augustine; On Baptism 1.12 - Necessity of confession","vague","https://www.newadvent.org/fathers/",NO
343,"Leviticus 5: Confession of Sin","Aquinas; ST Suppl.; q. 9; a. 1 - Confession to priest","vague","https://www.newadvent.org/fathers/",NO
344,"Psalm 32: I Acknowledged My Sin","Aquinas; ST Suppl.; q. 9; a. 2 - Confession brings peace","vague","https://www.newadvent.org/fathers/",NO
345,"Isaiah 6: Here Am I; Send Me","Augustine; City of God XVII.6 - Priestly mission","vague","https://www.newadvent.org/fathers/",NO
345,"Isaiah 6: Here Am I; Send Me","Chrysostom; On the Priesthood 3.4 - Called and sent","vague","https://www.newadvent.org/fathers/",NO
345,"Isaiah 6: Here Am I; Send Me","Gregory the Great; Pastoral Rule 1.5 - Priestly vocation","vague","https://www.newadvent.org/fathers/",NO
346,"Numbers 11: Elders Receive the Spirit","Augustine; City of God XVII.4 - Spirit on elders","vague","https://www.newadvent.org/fathers/",NO
347,"Exodus 28: Breastpiece of Judgment","Augustine; City of God XVII.6 - Priestly vestments symbolic","vague","https://www.newadvent.org/fathers/",NO
348,"Leviticus 21: Priests Must Be Holy","Augustine; City of God X.6 - Priestly holiness","vague","https://www.newadvent.org/fathers/",NO
348,"Leviticus 21: Priests Must Be Holy","Chrysostom; On the Priesthood 6.4 - Holiness required","vague","https://www.newadvent.org/fathers/",NO
349,"Genesis 1: Let Us Make Mankind","Augustine; On the Trinity 12.6 - Image of God","vague","https://www.newadvent.org/fathers/",NO
349,"Genesis 1: Let Us Make Mankind","Irenaeus; Against Heresies 4.20 - Image and likeness","vague","https://www.newadvent.org/fathers/",NO
350,"Genesis 3: I Will Put Enmity","Irenaeus; Against Heresies 5.19 - Mary and Eve","vague","https://www.newadvent.org/fathers/",NO
350,"Genesis 3: I Will Put Enmity","Augustine; City of God XIV.11 - Seed of woman","vague","https://www.newadvent.org/fathers/",NO
351,"Genesis 5: Enoch Walked with God","Augustine; City of God XV.21 - Enoch's faith","vague","https://www.newadvent.org/fathers/",NO
352,"Genesis 14: Melchizedek Brings Bread and Wine","Augustine; City of God XVI.22 - Priest offering bread and wine","vague","https://www.newadvent.org/fathers/",NO
353,"Genesis 22: God Will Provide the Lamb","Augustine; City of God XVI.32 - Isaac prefigures Christ","vague","https://www.newadvent.org/fathers/",NO
353,"Genesis 22: God Will Provide the Lamb","Irenaeus; Against Heresies 4.5 - Offering of Isaac","vague","https://www.newadvent.org/fathers/",NO
354,"Exodus 12: Not a Bone Broken","Aquinas; Commentary on John 19 - Paschal fulfillment","vague","https://www.newadvent.org/fathers/",NO
354,"Exodus 12: Not a Bone Broken","Cyprian; Testimonies 2.15 - Lamb without blemish","vague","https://www.newadvent.org/fathers/",NO
355,"Exodus 16: Manna Every Morning","Cyprian; On the Lord's Prayer 18 - Daily bread","vague","https://www.newadvent.org/fathers/",NO
356,"Exodus 25: The Bread of the Presence","Augustine; Questions on Exodus - Sacred bread before God","vague","https://www.newadvent.org/fathers/",NO
357,"Leviticus 26: I Will Walk Among You","Augustine; City of God XXII.30 - Divine indwelling","vague","https://www.newadvent.org/fathers/",NO
357,"Leviticus 26: I Will Walk Among You","Irenaeus; Against Heresies 5.35 - God among people","vague","https://www.newadvent.org/fathers/",NO
359,"Deuteronomy 30: Choose Life","Augustine; City of God XIV.11 - Two ways","vague","https://www.newadvent.org/fathers/",NO
359,"Deuteronomy 30: Choose Life","Origen; Homilies on Deuteronomy - Way of life","vague","https://www.newadvent.org/fathers/",NO
360,"Psalm 1: Tree Planted by Streams","Aquinas; Commentary on Psalms 1 - Fruitful tree","vague","https://www.newadvent.org/fathers/",NO
360,"Psalm 1: Tree Planted by Streams","Origen; Homilies on Psalms - Tree of life","vague","https://www.newadvent.org/fathers/",NO
360,"Psalm 1: Tree Planted by Streams","Gregory the Great; Morals on Job 8.30 - Deep roots","vague","https://www.newadvent.org/fathers/",NO
362,"Psalm 46: Be Still and Know","Augustine; Confessions 9.10 - Silent contemplation","vague","https://www.newadvent.org/fathers/",NO
365,"Malachi 4: The Sun of Righteousness Will Rise","Cyprian; Testimonies 2.27 - Sun with healing wings","vague","https://www.newadvent.org/fathers/",NO
365,"Malachi 4: The Sun of Righteousness Will Rise","Augustine; Sermons 229M - Light has come into world","vague","https://www.newadvent.org/fathers/",NO
